Word	Length	Syllabes	SyllLength
λαμπικάρω	9	λα-μπι-κά-ρω	4
λαμπτήρας	9	λα-μπτή-ρας	3
λαμπυρίζω	9	λα-μπυ-ρί-ζω	4
λανάρισμα	9	λα-νά-ρι-σμα	4
λαντζέρης	9	λα-ντζέ-ρης	3
λαντζιέρα	9	λα-ντζιέ-ρα	3
λαογραφία	9	λα-ο-γρα-φί-α	5
λαογράφος	9	λα-ο-γρά-φος	4
λαοκρατία	9	λα-ο-κρα-τί-α	5
λαοπλάνος	9	λα-ο-πλά-νος	4
λαπαδιάζω	9	λα-πα-διά-ζω	4
λασπολογώ	9	λα-σπο-λο-γώ	4
λασπονέρι	9	λα-σπο-νέ-ρι	4
λασπόνερο	9	λα-σπό-νε-ρο	4
λασπουριά	9	λα-σπου-ριά	3
λατινικός	9	λα-τι-νι-κός	4
λατινιστί	9	λα-τι-νι-στί	4
λατομικός	9	λα-το-μι-κός	4
λατρευτός	9	λα-τρευ-τός	3
λαχανιάζω	9	λα-χα-νιά-ζω	4
λαχταρίζω	9	λα-χτα-ρί-ζω	4
λεγάμενος	9	λε-γά-με-νος	4
λειτουργώ	9	λει-τουρ-γώ	3
λειψυδρία	9	λει-ψυ-δρί-α	4
λεμβούχος	9	λεμ-βού-χος	3
λεξιθήρας	9	λε-ξι-θή-ρας	4
λεξιθηρία	9	λε-ξι-θη-ρί-α	5
λεξιλόγιο	9	λε-ξι-λό-γι-ο	5
λεόντειος	9	λε-ό-ντει-ος	4
λεπτολογώ	9	λε-πτο-λο-γώ	4
λεπτότητα	9	λε-πτό-τη-τα	4
λεπτοφυής	9	λε-πτο-φυ-ής	4
λεσβιακός	9	λε-σβι-α-κός	4
λευκότητα	9	λευ-κό-τη-τα	4
λευτερώνω	9	λευ-τε-ρώ-νω	4
λευχαιμία	9	λευ-χαι-μί-α	4
λεωφορείο	9	λε-ω-φο-ρεί-ο	5
ληξίαρχος	9	λη-ξί-αρ-χος	4
λησμοσύνη	9	λη-σμο-σύ-νη	4
λήσταρχος	9	λή-σταρ-χος	3
ληστρικός	9	λη-στρι-κός	3
λιβανικός	9	λι-βα-νι-κός	4
λιβάνισμα	9	λι-βά-νι-σμα	4
λιβανωτός	9	λι-βα-νω-τός	4
λιβεριανή	9	λι-βε-ρι-α-νή	5
λιγδιάρης	9	λι-γδιά-ρης	3
λιγοθυμιά	9	λι-γο-θυ-μιά	4
λιγόλογος	9	λι-γό-λο-γος	4
λιγοστεύω	9	λι-γο-στεύ-ω	4
λιγόψυχος	9	λι-γό-ψυ-χος	4
λιθοβολία	9	λι-θο-βο-λί-α	5
λιμάρισμα	9	λι-μά-ρι-σμα	4
λιμενικός	9	λι-με-νι-κός	4
λιμοκτονώ	9	λι-μο-κτο-νώ	4
λιμουζίνα	9	λι-μου-ζί-να	4
λινοτύπης	9	λι-νο-τύ-πης	4
λινοτυπία	9	λι-νο-τυ-πί-α	5
λιόδεντρο	9	λιό-δε-ντρο	3
λιπαντικό	9	λι-πα-ντι-κό	4
λιποθυμιά	9	λι-πο-θυ-μιά	4
λιποθυμία	9	λι-πο-θυ-μί-α	5
λιπόθυμος	9	λι-πό-θυ-μος	4
λιποτακτώ	9	λι-πο-τα-κτώ	4
λιποταξία	9	λι-πο-τα-ξί-α	5
λιποψυχία	9	λι-πο-ψυ-χί-α	5
λιπόψυχος	9	λι-πό-ψυ-χος	4
λιτάνευση	9	λι-τά-νευ-ση	4
λοβιτούρα	9	λο-βι-τού-ρα	4
λογαριάζω	9	λο-γα-ριά-ζω	4
λογίζομαι	9	λο-γί-ζο-μαι	4
λογισμικό	9	λο-γι-σμι-κό	4
λογιστική	9	λο-γι-στι-κή	4
λογίστρια	9	λο-γί-στρι-α	4
λογοδοσία	9	λο-γο-δο-σί-α	5
λογοκλοπή	9	λο-γο-κλο-πή	4
λογοκοπία	9	λο-γο-κο-πί-α	5
λογοκρίνω	9	λο-γο-κρί-νω	4
λογομαχία	9	λο-γο-μα-χί-α	5
λογότυπος	9	λο-γό-τυ-πος	4
λογοφέρνω	9	λο-γο-φέρ-νω	4
λονδρέζος	9	λον-δρέ-ζος	3
λοξοδρομώ	9	λο-ξο-δρο-μώ	4
λοξοκοιτώ	9	λο-ξο-κοι-τώ	4
λοστρόμος	9	λο-στρό-μος	3
λουκάνικο	9	λου-κά-νι-κο	4
λουκουμάς	9	λου-κου-μάς	3
λουμπάγκο	9	λου-μπά-γκο	3
λουμπάρδα	9	λου-μπάρ-δα	3
λουόμενος	9	λου-ό-με-νος	4
λουστράρω	9	λου-στρά-ρω	3
λουστρίνι	9	λου-στρί-νι	3
λουτρικός	9	λου-τρι-κός	3
λοφοσειρά	9	λο-φο-σει-ρά	4
λυκόπουλο	9	λυ-κό-που-λο	4
λυκόσκυλο	9	λυ-κό-σκυ-λο	4
λυκοφιλία	9	λυ-κο-φι-λί-α	5
λυπητερός	9	λυ-πη-τε-ρός	4
λυσιτελής	9	λυ-σι-τε-λής	4
λυσσαλέος	9	λυσ-σα-λέ-ος	4
λωποδυσία	9	λω-πο-δυ-σί-α	5
λωποδύτης	9	λω-πο-δύ-της	4
μαγγανεία	9	μαγ-γα-νεί-α	4
μαγδαληνή	9	μα-γδα-λη-νή	4
μαγειρειό	9	μα-γει-ρειό	3
μαγειρείο	9	μα-γει-ρεί-ο	4
μαγείρεμα	9	μα-γεί-ρε-μα	4
μαγειρεύω	9	μα-γει-ρεύ-ω	4
μαγιονέζα	9	μα-γιο-νέ-ζα	4
μαγκιόρος	9	μα-γκιό-ρος	3
μαγκούφης	9	μα-γκού-φης	3
μαγνητίζω	9	μα-γνη-τί-ζω	4
μαθεύομαι	9	μα-θεύ-ο-μαι	4
μαθητικός	9	μα-θη-τι-κός	4
μαθητούδι	9	μα-θη-τού-δι	4
μαίανδρος	9	μαί-αν-δρος	3
μαιευτική	9	μαι-ευ-τι-κή	4
μαϊντανός	9	μαϊ-ντα-νός	3
μαϊστράλι	9	μα-ϊ-στρά-λι	4
μακάβριος	9	μα-κά-βρι-ος	4
μακαρίτης	9	μα-κα-ρί-της	4
μακαρονάς	9	μα-κα-ρο-νάς	4
μακελάρης	9	μα-κε-λά-ρης	4
μακιγιάρω	9	μα-κι-γιά-ρω	4
μακρηγορώ	9	μα-κρη-γο-ρώ	4
μακρινάρι	9	μα-κρι-νά-ρι	4
μακρόβιος	9	μα-κρό-βι-ος	4
μακροζωία	9	μα-κρο-ζω-ί-α	5
μακρουλός	9	μα-κρου-λός	3
μαλαγανιά	9	μα-λα-γα-νιά	4
μαλάκυνση	9	μα-λά-κυν-ση	4
μαλακωσιά	9	μα-λα-κω-σιά	4
μαλλιαρός	9	μαλ-λια-ρός	3
μανάβισσα	9	μα-νά-βισ-σα	4
μανικιούρ	9	μα-νι-κιούρ	3
μανιφέστο	9	μα-νι-φέ-στο	4
μανόμετρο	9	μα-νό-με-τρο	4
μανταλάκι	9	μα-ντα-λά-κι	4
μαντάλωμα	9	μα-ντά-λω-μα	4
μανταλώνω	9	μα-ντα-λώ-νω	4
μανταρίνι	9	μα-ντα-ρί-νι	4
μαντζούνι	9	μα-ντζού-νι	3
μαντινάδα	9	μα-ντι-νά-δα	4
μαντολάτο	9	μα-ντο-λά-το	4
μαντολίνο	9	μα-ντο-λί-νο	4
μαργαρίνη	9	μαρ-γα-ρί-νη	4
μαργαρίτα	9	μαρ-γα-ρί-τα	4
μαρινάτος	9	μα-ρι-νά-τος	4
μαριονέτα	9	μα-ριο-νέ-τα	4
μαρκήσιος	9	μαρ-κή-σι-ος	4
μαρκούτσι	9	μαρ-κού-τσι	3
μαρμαρυγή	9	μαρ-μα-ρυ-γή	4
μαρμάρωμα	9	μαρ-μά-ρω-μα	4
μαρμαρώνω	9	μαρ-μα-ρώ-νω	4
μαρμελάδα	9	μαρ-με-λά-δα	4
μαρξισμός	9	μαρ-ξι-σμός	3
μαρξιστής	9	μαρ-ξι-στής	3
μαροκινός	9	μα-ρο-κι-νός	4
μασητήρας	9	μα-ση-τή-ρας	4
μασκαράτα	9	μα-σκα-ρά-τα	4
μασκάρεμα	9	μα-σκά-ρε-μα	4
μασκαρεύω	9	μα-σκα-ρεύ-ω	4
μασονικός	9	μα-σο-νι-κός	4
μαστίγωμα	9	μα-στί-γω-μα	4
μαστιγώνω	9	μα-στι-γώ-νω	4
μαστίγωση	9	μα-στί-γω-ση	4
μαστίτιδα	9	μα-στί-τι-δα	4
μαστόρεμα	9	μα-στό-ρε-μα	4
μαστορεύω	9	μα-στο-ρεύ-ω	4
μαστούρης	9	μα-στού-ρης	3
μαστραπάς	9	μα-στρα-πάς	3
μαστροπός	9	μα-στρο-πός	3
ματόκλαδο	9	μα-τό-κλα-δο	4
ματόφυλλο	9	μα-τό-φυλ-λο	4
μαυροφορώ	9	μαυ-ρο-φο-ρώ	4
μαυσωλείο	9	μαυ-σω-λεί-ο	4
μαχαίρωμα	9	μα-χαί-ρω-μα	4
μαχαιρώνω	9	μα-χαι-ρώ-νω	4
μαχητικός	9	μα-χη-τι-κός	4
μεγαθήριο	9	με-γα-θή-ρι-ο	5
μεγαθυμία	9	με-γα-θυ-μί-α	5
μεγάθυμος	9	με-γά-θυ-μος	4
μεγάτονος	9	με-γά-το-νος	4
μεγέθυνση	9	με-γέ-θυν-ση	4
μεθεόρτια	9	με-θε-όρ-τι-α	5
μεθόδευση	9	με-θό-δευ-ση	4
μεθοδικός	9	με-θο-δι-κός	4
μεθυλένιο	9	με-θυ-λέ-νι-ο	5
μειλίχιος	9	μει-λί-χι-ος	4
μειοδοσία	9	μει-ο-δο-σί-α	5
μειοδότης	9	μει-ο-δό-της	4
μειονεκτώ	9	μει-ο-νε-κτώ	4
μειονεξία	9	μει-ο-νε-ξί-α	5
μειοψηφία	9	μει-ο-ψη-φί-α	5
μειοψηφών	9	μει-ο-ψη-φών	4
μειωτικός	9	μει-ω-τι-κός	4
μελαγχολώ	9	με-λαγ-χο-λώ	4
μελανιάζω	9	με-λα-νιά-ζω	4
μελανούρι	9	με-λα-νού-ρι	4
μελετηρός	9	με-λε-τη-ρός	4
μελετητής	9	με-λε-τη-τής	4
μελιταίος	9	με-λι-ταί-ος	4
μελιτζάνα	9	με-λι-τζά-να	4
μέλλοντας	9	μέλ-λο-ντας	3
μελόδραμα	9	με-λό-δρα-μα	4
μελωδικός	9	με-λω-δι-κός	4
μενεξεδής	9	με-νε-ξε-δής	4
μενταγιόν	9	με-ντα-γιόν	3
μεντρεσές	9	με-ντρε-σές	3
μερακλώνω	9	με-ρα-κλώ-νω	4
μερίκευση	9	με-ρί-κευ-ση	4
μεροδούλι	9	με-ρο-δού-λι	4
μεροληπτώ	9	με-ρο-λη-πτώ	4
μεροληψία	9	με-ρο-λη-ψί-α	5
μερομήνια	9	με-ρο-μή-νια	4
μερόνυχτο	9	με-ρό-νυ-χτο	4
μεσαίωνας	9	με-σαί-ω-νας	4
μεσάνυχτα	9	με-σά-νυ-χτα	4
μεσήλικας	9	με-σή-λι-κας	4
μεσήλικος	9	με-σή-λι-κος	4
μεσημβρία	9	με-σημ-βρί-α	4
μεσίστιος	9	με-σί-στι-ος	4
μεσιτικός	9	με-σι-τι-κός	4
μεσόγειος	9	με-σό-γει-ος	4
μεσόδερμα	9	με-σό-δερ-μα	4
μεσόκοπος	9	με-σό-κο-πος	4
μεσονύχτι	9	με-σο-νύ-χτι	4
μεσόπορτα	9	με-σό-πορ-τα	4
μεσούρανα	9	με-σού-ρα-να	4
μεσουρανώ	9	με-σου-ρα-νώ	4
μεσόφωνος	9	με-σό-φω-νος	4
μεταβαίνω	9	με-τα-βαί-νω	4
μεταβάλλω	9	με-τα-βάλ-λω	4
μεταγγίζω	9	με-ταγ-γί-ζω	4
μετάγγιση	9	με-τάγ-γι-ση	4
μεταγραφή	9	με-τα-γρα-φή	4
μεταγράφω	9	με-τα-γρά-φω	4
μεταθετός	9	με-τα-θε-τός	4
μεταίχμιο	9	με-ταί-χμι-ο	4
μετάκληση	9	με-τά-κλη-ση	4
μεταλλαγή	9	με-ταλ-λα-γή	4
μετάλλαξη	9	με-τάλ-λα-ξη	4
μεταλλείο	9	με-ταλ-λεί-ο	4
μετανιώνω	9	με-τα-νιώ-νω	4
μεταξικός	9	με-τα-ξι-κός	4
μεταξόνιο	9	με-τα-ξό-νι-ο	5
μεταξωτός	9	με-τα-ξω-τός	4
μεταπείθω	9	με-τα-πεί-θω	4
μεταπίπτω	9	με-τα-πί-πτω	4
μεταπλάθω	9	με-τα-πλά-θω	4
μετάπλαση	9	με-τά-πλα-ση	4
μετάπτωση	9	με-τά-πτω-ση	4
μετασκευή	9	με-τα-σκευ-ή	4
μετάσταση	9	με-τά-στα-ση	4
μετατάσσω	9	με-τα-τάσ-σω	4
μετατρέπω	9	με-τα-τρέ-πω	4
μετατροπή	9	με-τα-τρο-πή	4
μεταφράζω	9	με-τα-φρά-ζω	4
μετάφραση	9	με-τά-φρα-ση	4
μετέπειτα	9	με-τέ-πει-τα	4
μετεωρίζω	9	με-τε-ω-ρί-ζω	5
μετοίκηση	9	με-τοί-κη-ση	4
μετοικίζω	9	με-τοι-κί-ζω	4
μετοχικός	9	με-το-χι-κός	4
μετρητοίς	9	με-τρη-τοίς	3
μετωνυμία	9	με-τω-νυ-μί-α	5
μετωπικός	9	με-τω-πι-κός	4
μηδαμινός	9	μη-δα-μι-νός	4
μηδενικός	9	μη-δε-νι-κός	4
μηνιάτικο	9	μη-νιά-τι-κο	4
μηνοειδής	9	μη-νο-ει-δής	4
μηνολόγιο	9	μη-νο-λό-γι-ο	5
μητρόπολη	9	μη-τρό-πο-λη	4
μητρότητα	9	μη-τρό-τη-τα	4
μητρώνυμο	9	μη-τρώ-νυ-μο	4
μηχανικός	9	μη-χα-νι-κός	4
μιγαδικός	9	μι-γα-δι-κός	4
μικροαστή	9	μι-κρο-α-στή	4
μικρομάνα	9	μι-κρο-μά-να	4
μικρόνοια	9	μι-κρό-νοι-α	4
μικρόνους	9	μι-κρό-νους	3
μικρότητα	9	μι-κρό-τη-τα	4
μικροφίλμ	9	μι-κρο-φίλμ	3
μικρόφωνο	9	μι-κρό-φω-νο	4
μικροχαρά	9	μι-κρο-χα-ρά	4
μιλιγκράμ	9	μι-λι-γκράμ	3
μιλιμετρέ	9	μι-λι-με-τρέ	4
μιμητικός	9	μι-μη-τι-κός	4
μιμόδραμα	9	μι-μό-δρα-μα	4
μιούζικαλ	9	μιού-ζι-καλ	3
μίσθαρνος	9	μί-σθαρ-νος	3
μισθοδοτώ	9	μι-σθο-δο-τώ	4
μισθώτρια	9	μι-σθώ-τρι-α	4
μισογύνης	9	μι-σο-γύ-νης	4
μισοτιμής	9	μι-σο-τι-μής	4
μνημονεύω	9	μνη-μο-νεύ-ω	4
μνημόσυνο	9	μνη-μό-συ-νο	4
μνηστήρας	9	μνη-στή-ρας	3
μόδιστρος	9	μό-δι-στρος	3
μοίραρχος	9	μοί-ραρ-χος	3
μοιρολόγι	9	μοι-ρο-λό-γι	4
μοιχαλίδα	9	μοι-χα-λί-δα	4
μολαταύτα	9	μο-λα-ταύ-τα	4
μοναδικός	9	μο-να-δι-κός	4
μοναστήρι	9	μο-να-στή-ρι	4
μοναχικός	9	μο-να-χι-κός	4
μονογαμία	9	μο-νο-γα-μί-α	5
μονογενής	9	μο-νο-γε-νής	4
μονογραφή	9	μο-νο-γρα-φή	4
μονογραφώ	9	μο-νο-γρα-φώ	4
μονογράφω	9	μο-νο-γρά-φω	4
μονοδρομώ	9	μο-νο-δρο-μώ	4
μονόκαννο	9	μο-νό-καν-νο	4
μονόκερος	9	μο-νό-κε-ρος	4
μονόκλινο	9	μο-νό-κλι-νο	4
μονοκούκι	9	μο-νο-κού-κι	4
μονόλεπτο	9	μο-νό-λε-πτο	4
μονόλογος	9	μο-νό-λο-γος	4
μονομανής	9	μο-νο-μα-νής	4
μονομανία	9	μο-νο-μα-νί-α	5
μονομαχία	9	μο-νο-μα-χί-α	5
μονομάχος	9	μο-νο-μά-χος	4
μονομελής	9	μο-νο-με-λής	4
μονομερής	9	μο-νο-με-ρής	4
μονόπατος	9	μο-νό-πα-τος	4
μονόπετρο	9	μο-νό-πε-τρο	4
μονοπλάνο	9	μο-νο-πλά-νο	4
μονοπώλιο	9	μο-νο-πώ-λι-ο	5
μονορούφι	9	μο-νο-ρού-φι	4
μονόσημος	9	μο-νό-ση-μος	4
μονότερμα	9	μο-νό-τερ-μα	4
μονοτονία	9	μο-νο-το-νί-α	5
μονότονος	9	μο-νό-το-νος	4
μονοτυπία	9	μο-νο-τυ-πί-α	5
μονόφυλλο	9	μο-νό-φυλ-λο	4
μονοφωνία	9	μο-νο-φω-νί-α	5
μοντεράτο	9	μο-ντε-ρά-το	4
μοντέρνος	9	μο-ντέρ-νος	3
μονώροφος	9	μο-νώ-ρο-φος	4
μονωτήρας	9	μο-νω-τή-ρας	4
μονωτικός	9	μο-νω-τι-κός	4
μορφασμός	9	μορ-φα-σμός	3
μορφονιός	9	μορ-φο-νιός	3
μορφοποιώ	9	μορ-φο-ποι-ώ	4
μουγγαίνω	9	μουγ-γαί-νω	3
μουγκρητό	9	μου-γκρη-τό	3
μουγκρίζω	9	μου-γκρί-ζω	3
μούδιασμα	9	μού-δια-σμα	3
μουεζίνης	9	μου-ε-ζί-νης	4
μουκανίζω	9	μου-κα-νί-ζω	4
μουλαρώνω	9	μου-λα-ρώ-νω	4
μουλωχτός	9	μου-λω-χτός	3
μουνούχος	9	μου-νού-χος	3
μουντζώνω	9	μου-ντζώ-νω	3
μουρλαίνω	9	μουρ-λαί-νω	3
μουρμούρα	9	μουρ-μού-ρα	3
μουσελίνα	9	μου-σε-λί-να	4
μούσμουλο	9	μού-σμου-λο	3
μουστάρδα	9	μου-στάρ-δα	3
μουσταρδί	9	μου-σταρ-δί	3
μουστερής	9	μου-στε-ρής	3
μουτζούρα	9	μου-τζού-ρα	3
μουτσούνα	9	μου-τσού-να	3
μουχαμέτι	9	μου-χα-μέ-τι	4
μουχλιάζω	9	μου-χλιά-ζω	3
μπαγλαμάς	9	μπα-γλα-μάς	3
μπαζούκας	9	μπα-ζού-κας	3
μπακαλική	9	μπα-κα-λι-κή	4
μπακάλικο	9	μπα-κά-λι-κο	4
μπακλαβάς	9	μπα-κλα-βάς	3
μπαλαντέρ	9	μπα-λα-ντέρ	3
μπαλάντζα	9	μπα-λά-ντζα	3
μπαλαούρο	9	μπα-λα-ού-ρο	4
μπαλαρίνα	9	μπα-λα-ρί-να	4
μπαμπακιά	9	μπα-μπα-κιά	3
μπαμπέσης	9	μπα-μπέ-σης	3
μπαμπεσιά	9	μπα-μπε-σιά	3
μπαρόβιος	9	μπα-ρό-βι-ος	4
μπασίστας	9	μπα-σί-στας	3
μπασκίνας	9	μπα-σκί-νας	3
μπάστακας	9	μπά-στα-κας	3
μπάσταρδη	9	μπά-σταρ-δη	3
μπάσταρδο	9	μπά-σταρ-δο	3
μπαστούνι	9	μπα-στού-νι	3
μπατιρίζω	9	μπα-τι-ρί-ζω	4
μπαχαρικό	9	μπα-χα-ρι-κό	4
μπαχτσίσι	9	μπα-χτσί-σι	3
μπεζαχτάς	9	μπε-ζα-χτάς	3
μπεκιάρης	9	μπε-κιά-ρης	3
μπερδεψιά	9	μπερ-δε-ψιά	3
μπερντάχι	9	μπερ-ντά-χι	3
μπετατζής	9	μπε-τα-τζής	3
μπετούγια	9	μπε-τού-για	3
μπιγκόνια	9	μπι-γκό-νια	3
μπιλιάρδο	9	μπι-λιάρ-δο	3
μπινελίκι	9	μπι-νε-λί-κι	4
μπιστικός	9	μπι-στι-κός	3
μπογαλάκι	9	μπο-γα-λά-κι	4
μποέμικος	9	μπο-έ-μι-κος	4
μποέμισσα	9	μπο-έ-μισ-σα	4
μποϊκοτάζ	9	μπο-ϊ-κο-τάζ	4
μπόλιασμα	9	μπό-λια-σμα	3
μπομπάρδα	9	μπο-μπάρ-δα	3
μπόμπιρας	9	μπό-μπι-ρας	3
μπορντέλο	9	μπορ-ντέ-λο	3
μπουγάτσα	9	μπου-γά-τσα	3
μπουζούκι	9	μπου-ζού-κι	3
μπουλούκα	9	μπου-λού-κα	3
μπουλούκι	9	μπου-λού-κι	3
μπουνάτσα	9	μπου-νά-τσα	3
μπουρδέλο	9	μπουρ-δέ-λο	3
μπουρλέσκ	9	μπουρ-λέσκ	2
μπουρλότο	9	μπουρ-λό-το	3
μπουχτίζω	9	μπου-χτί-ζω	3
μπρατσέρα	9	μπρα-τσέ-ρα	3
μπριλάντι	9	μπρι-λά-ντι	3
μπροσούρα	9	μπρο-σού-ρα	3
μπροστέλα	9	μπρο-στέ-λα	3
μπρούμυτα	9	μπρού-μυ-τα	3
μπρούσκος	9	μπρού-σκος	2
μπρούτζος	9	μπρού-τζος	2
μυθολογία	9	μυ-θο-λο-γί-α	5
μυθομανής	9	μυ-θο-μα-νής	4
μυθομανία	9	μυ-θο-μα-νί-α	5
μυκητίαση	9	μυ-κη-τί-α-ση	5
μυκτηρίζω	9	μυ-κτη-ρί-ζω	4
μυλαύλακο	9	μυ-λαύ-λα-κο	4
μυλόπετρα	9	μυ-λό-πε-τρα	4
μυξοκλαίω	9	μυ-ξο-κλαί-ω	4
μυοκάρδιο	9	μυ-ο-κάρ-δι-ο	5
μυοπάθεια	9	μυ-ο-πά-θει-α	5
μυρμηγκιά	9	μυρ-μη-γκιά	3
μυροβόλος	9	μυ-ρο-βό-λος	4
μυροφόρος	9	μυ-ρο-φό-ρος	4
μυρωδάτος	9	μυ-ρω-δά-τος	4
μυστήριος	9	μυ-στή-ρι-ος	4
μωαμεθανή	9	μω-α-με-θα-νή	5
μωρολογία	9	μω-ρο-λο-γί-α	5
ναζίστρια	9	να-ζί-στρι-α	4
νανουρίζω	9	να-νου-ρί-ζω	4
ναπολεόνι	9	να-πο-λε-ό-νι	5
νάρκισσος	9	νάρ-κισ-σος	3
ναρκοθετώ	9	ναρ-κο-θε-τώ	4
ναυαρχείο	9	ναυ-αρ-χεί-ο	4
ναυαρχίδα	9	ναυ-αρ-χί-δα	4
ναύκληρος	9	ναύ-κλη-ρος	3
ναυλαγορά	9	ναυ-λα-γο-ρά	4
ναυλώτρια	9	ναυ-λώ-τρι-α	4
ναυπηγείο	9	ναυ-πη-γεί-ο	4
ναυπήγημα	9	ναυ-πή-γη-μα	4
ναυπήγηση	9	ναυ-πή-γη-ση	4
ναυτολογώ	9	ναυ-το-λο-γώ	4
ναυτοσύνη	9	ναυ-το-σύ-νη	4
ναφθαλίνη	9	να-φθα-λί-νη	4
νεκροτομή	9	νε-κρο-το-μή	4
νεκροφιλώ	9	νε-κρο-φι-λώ	4
νεκροφόρα	9	νε-κρο-φό-ρα	4
νεκταρίνι	9	νε-κτα-ρί-νι	4
νεογνικός	9	νε-ο-γνι-κός	4
νεόδμητος	9	νε-όδ-μη-τος	4
νεόνυμφος	9	νε-ό-νυμ-φος	4
νεοπλασία	9	νε-ο-πλα-σί-α	5
νεόπλασμα	9	νε-ό-πλα-σμα	4
νεόφερτος	9	νε-ό-φερ-τος	4
νεραντζιά	9	νε-ρα-ντζιά	3
νεροζούμι	9	νε-ρο-ζού-μι	4
νερόμυλος	9	νε-ρό-μυ-λος	4
νερόπλυμα	9	νε-ρό-πλυ-μα	4
νεροποντή	9	νε-ρο-πο-ντή	4
νεροπούλι	9	νε-ρο-πού-λι	4
νεροσυρμή	9	νε-ρο-συρ-μή	4
νεροτριβή	9	νε-ρο-τρι-βή	4
νεροχύτης	9	νε-ρο-χύ-της	4
νευραλγία	9	νευ-ραλ-γί-α	4
νεφελώδης	9	νε-φε-λώ-δης	4
νεφρίτιδα	9	νε-φρί-τι-δα	4
νεώσοικος	9	νε-ώ-σοι-κος	4
νεωτερίζω	9	νε-ω-τε-ρί-ζω	5
νηματώδης	9	νη-μα-τώ-δης	4
νηολόγηση	9	νη-ο-λό-γη-ση	5
νιαουρίζω	9	νια-ου-ρί-ζω	4
νιγηριανή	9	νι-γη-ρι-α-νή	5
νικέλινος	9	νι-κέ-λι-νος	4
νικηφόρος	9	νι-κη-φό-ρος	4
νιτσεϊκός	9	νι-τσε-ϊ-κός	4
νοβοκαΐνη	9	νο-βο-κα-ΐ-νη	5
νοέμβριος	9	νο-έμ-βρι-ος	4
νοημοσύνη	9	νο-η-μο-σύ-νη	5
νοιάζομαι	9	νοιά-ζο-μαι	3
νοίκιασμα	9	νοί-κια-σμα	3
νοικοκυρά	9	νοι-κο-κυ-ρά	4
νομαδικός	9	νο-μα-δι-κός	4
νοματαίοι	9	νο-μα-ταί-οι	4
νομίατρος	9	νο-μί-α-τρος	4
νομοθεσία	9	νο-μο-θε-σί-α	5
νομοθέτης	9	νο-μο-θέ-της	4
νομολογία	9	νο-μο-λο-γί-α	5
νομομαθής	9	νο-μο-μα-θής	4
νομοταγής	9	νο-μο-τα-γής	4
νομότυπος	9	νο-μό-τυ-πος	4
νοοτροπία	9	νο-ο-τρο-πί-α	5
νορβηγική	9	νορ-βη-γι-κή	4
νοσογόνος	9	νο-σο-γό-νος	4
νοσοκόμος	9	νο-σο-κό-μος	4
νοσολογία	9	νο-σο-λο-γί-α	5
νοσταλγία	9	νο-σταλ-γί-α	4
νοσταλγός	9	νο-σταλ-γός	3
νοστιμεύω	9	νο-στι-μεύ-ω	4
νοστιμίζω	9	νο-στι-μί-ζω	4
νούντσιος	9	νού-ντσι-ος	3
νταβατζής	9	ντα-βα-τζής	3
νταγλαράς	9	ντα-γλα-ράς	3
νταλαβέρι	9	ντα-λα-βέ-ρι	4
νταμιζάνα	9	ντα-μι-ζά-να	4
νταραβέρι	9	ντα-ρα-βέ-ρι	4
νταρντάνα	9	νταρ-ντά-να	3
ντεκουπάζ	9	ντε-κου-πάζ	3
ντελαπάρω	9	ντε-λα-πά-ρω	4
ντεμπούτο	9	ντε-μπού-το	3
ντεπόζιτο	9	ντε-πό-ζι-το	4
ντερβίσης	9	ντερ-βί-σης	3
ντεσιμπέλ	9	ντε-σι-μπέλ	3
ντετέκτιβ	9	ντε-τέ-κτιβ	3
ντισκοτέκ	9	ντι-σκο-τέκ	3
ντούμπλεξ	9	ντού-μπλεξ	2
ντουφεκιά	9	ντου-φε-κιά	3
ντρέπομαι	9	ντρέ-πο-μαι	3
ντροπαλός	9	ντρο-πα-λός	3
ντροπιάζω	9	ντρο-πιά-ζω	3
νυσταγμός	9	νυ-σταγ-μός	3
νυσταλέος	9	νυ-στα-λέ-ος	4
νυχτερεύω	9	νυ-χτε-ρεύ-ω	4
νυχτερίδα	9	νυ-χτε-ρί-δα	4
νυχτόβιος	9	νυ-χτό-βι-ος	4
νωθρότητα	9	νω-θρό-τη-τα	4
νωχελικός	9	νω-χε-λι-κός	4
ξαγρύπνια	9	ξα-γρύ-πνια	3
ξακουστός	9	ξα-κου-στός	3
ξαλάφρωμα	9	ξα-λά-φρω-μα	4
ξαλαφρώνω	9	ξα-λα-φρώ-νω	4
ξαναβγάζω	9	ξα-να-βγά-ζω	4
ξαναβλέπω	9	ξα-να-βλέ-πω	4
ξαναγεννώ	9	ξα-να-γεν-νώ	4
ξαναγράφω	9	ξα-να-γρά-φω	4
ξανακοιτώ	9	ξα-να-κοι-τώ	4
ξανανιώνω	9	ξα-να-νιώ-νω	4
ξαναπιάνω	9	ξα-να-πιά-νω	4
ξαναρχίζω	9	ξα-ναρ-χί-ζω	4
ξαναρωτάω	9	ξα-να-ρω-τά-ω	5
ξανασαίνω	9	ξα-να-σαί-νω	4
ξανασμίγω	9	ξα-να-σμί-γω	4
ξαναφέρνω	9	ξα-να-φέρ-νω	4
ξαναφεύγω	9	ξα-να-φεύ-γω	4
ξαπλώστρα	9	ξα-πλώ-στρα	3
